id,lang,sentence
3277572,ita,Ho lasciato qualche scalogno sulla veranda per troppo tempo e si sono seccati.
3342587,ita,"Mamma, perché lui ha il gelato più grande?"
5389840,ita,Riesco a sopravvivere.
4994010,ita,Molti di noi rischiano di non capirci niente!
5397050,ita,"Bene, abbiamo mangiato, ora possiamo dormire."
5572270,ita,Lasciali andare e basta.
4989909,ita,Lei non ha un aspetto molto buono. È malata?
4020032,ita,Puoi fidarti di tutti noi.
7078729,ita,Tom mi ha ispirato a farlo.
5572723,ita,Tom chiuse le porte.
3557030,ita,Non capirono la domanda.
7095590,ita,Tom non è tuo fratello?
1035815,ita,Chiama il dottore!
4247256,ita,Tom è incosciente?
6146616,ita,Il mio piano è migliore del vostro.
3291990,ita,Resto comunque dubbiosa.
7651470,ita,Vado a costruire sinagoghe in Islanda del Nord?
7649865,ita,Non andiamo a costruire moschee in Ucraina.
6206353,ita,Le posso portare?
4520223,ita,Io parlavo di me.
6720645,ita,Abbiamo il passaporto spagnolo?
1637432,ita,Come ti è sembrato?
5717630,ita,"Voi siete molto religiose, vero?"
6604696,ita,Mi sa che ho la febbre.
5690609,ita,Tom ha deciso di rompere con Mary.
3168761,ita,Andiamo a giocare a pallamano?
3349007,ita,Sono pronta! Possiamo andare?
6988323,ita,Non volevi andare in Russia.
7534649,ita,Mi presentò al suo compagno di stanza.
6744121,ita,"Di che nazionalità è? ""Giapponese."""
5645222,ita,Apprezzo il vostro feedback.
4994145,ita,Quanto è stucchevole!
6725599,ita,Non ho visitato il Camerun.
1526955,ita,Il tempo è splendido e il mare è calmo.
3800149,ita,Infatti devono andare piano!
3137822,ita,"Se non ti piace, perché stavi parlando con lui?"
6290824,ita,Lasci che la spieghi a loro.
2415062,ita,I connettori creano dei legami in un testo.
3548255,ita,Io penso che Tom sia alfabetizzato.
1591610,ita,Che fortuna incontrarla qui.
5439144,ita,Noi eravamo cattive.
996068,ita,Suppongo che voi abbiate fame.
4384618,ita,Noi non ce la faremo.
993707,ita,Il torrente era congelato.
1689091,ita,Io preferirei non avere denaro ma trovare l'amore.
566050,ita,Mi piace studiare inglese.
5608474,ita,"Tom è poco socievole, vero?"
6533959,ita,Voi conoscete il padre di Tom?
3011226,ita,Purtroppo come sai non potevo andare dal carrozziere.
5678985,ita,Cosa mangia la gente in Egitto?
6210546,ita,Come li descrivereste?
6849509,ita,Ho ricevuto dei buoni voti in francese.
634321,ita,Ha dichiarato l'importanza dell'istruzione.
4154769,ita,I giornalisti hanno continuato a fare delle domande.
5690426,ita,Qui c'è la toilette per gli invalidi?
7650082,ita,Vai a costruire moschee in Regno Unito?
6072160,ita,Spegni il telefono.
3537693,ita,"Purtroppo sono successi casi di furto, per cui avvisiamo onde evitare spiacevoli inconvenienti!"
6882812,ita,Perché bevete caffè a mezzanotte?
5993070,ita,Tom ha vinto il Giro d'Italia.
2750346,ita,Vado in stazione a momenti.
4208623,ita,Voi pensate che lei mi ami ancora?
7652333,ita,Va a costruire templi in Finlandia.
6754725,ita,"Di che nazionalità erano i vostri studenti? ""Canadese."""
3862084,ita,Pensavo abitasse in una roulotte.
5681280,ita,E oggi piove a dirotto e il vento ulula.
5168144,ita,Quando mi riporterete l'ombrello?
4506794,ita,È stato firmato un trattato.
3331339,ita,A quando la prossima volta su Skype?
3078833,ita,Quanto le costerà andare via aria?
6902022,ita,"Tom è un ingegnere, vero?"
6756077,ita,"Di che nazionalità erano i nostri alunni? ""Slovacca."""
5613840,ita,Potresti non mentire per un mese?
6920056,ita,Passai la lettera a Tom.
7608691,ita,Andiamo a fare affari in Uganda.
2978820,ita,"La destra ha incolpato la sinistra e la sinistra ha incolpato la destra, e alla fine non è cambiato nulla."
6929972,ita,Io ho una borsetta italiana.
2900336,ita,Non mi piace il suo nome.
7601186,ita,Va a cercare qualcosa in Austria?
5409279,ita,Non ho tempo di star male.
7618842,ita,Non vanno a costruire strade in Messico?
1244731,ita,Mi perdoni!
6207336,ita,Le avremmo potute aiutare.
6211956,ita,Non parlate in quel modo di loro.
1558701,ita,Questa è la vostra piadina!
991839,ita,Kourion era un'antica città dell'isola di Cipro.
5596900,ita,Perché ha sfidato Tom?
3154185,ita,Noi lo sappiamo davvero.
757435,ita,Ricordo di aver sentito una storia molto simile a quella.
749962,ita,Hai già pulito la tua camera?
3021826,ita,Il torto non sta mai da una parte sola.
5524490,ita,Hai dato dei soldi a Mary.
5566116,ita,La principessa era indescrivibilmente bella.
4242548,ita,Io non calcolo nulla.
7642241,ita,Vado a costruire allevamenti in Estonia.
6749190,ita,"Di che nazionalità sono le vostre dottoresse? ""Slovacca."""
7181683,ita,C'è poca speranza che loro siano vive.
6669592,ita,"Non sei un cameriere, vero?"
5273742,ita,Lei ha parlato forte.
2401340,ita,Voglio essere tuo amico.
3154393,ita,Tom sarà qui in un attimo.
6738793,ita,MI sembra di essere stato chiaro.
1969130,ita,Vieni dentro. C'è freddo fuori.
7102755,ita,"Dove sono stati in vacanza? ""In Estonia."""
3829398,ita,A loro piace di più Bob di Tom.
1653609,ita,Devi affinare il tuo tatticismo.
6609833,ita,Io sono un addetto alle pulizie.
7651056,ita,Vanno a costruire sinagoghe in Egitto.
6702960,ita,Volevo fare la cosa giusta.
6128685,ita,Ditegli che siamo impegnate.
4315777,ita,Quante tappe fa?
5386717,ita,Eri inutile.
4043146,ita,Mettete giù il telefono.
4511869,ita,Tom ha negato di averlo detto.
2736210,ita,Questa regione si è completamente trasformata.
5011807,ita,Voi siete interessate a Tom?
5314891,ita,Voi pensate che Tom potrebbe essere straniero?
1544005,ita,Tom è un bambino timido.
2468961,ita,Lui disse che gli Stati Uniti non avrebbero interferito.
7531726,ita,Dicono che erano affamate.
4272344,ita,Tom è ancora svenuto sul pavimento.
5332611,ita,Tom deciderà.
6488851,ita,Avrebbe dovuto sposare me.
5378508,ita,Tom si cambiò.
3354434,ita,Ho avuto un bravo professore.
2498278,ita,Noi abbiamo parlato di varie cose.
5669278,ita,"Tom è alto, ma non come me."
2894430,ita,Ha due anni in più di Jane.
7642309,ita,Vai a costruire allevamenti in Nigeria.
3639595,ita,Alcuni bambini stanno suonando nel parco.
4974343,ita,Taglialo in due pezzi.
6607742,ita,Vorrei della panna da montare.
6703034,ita,Tom è ancora un ragazzino.
6375489,ita,"Se per le la cosa è più semplice, puoi dare la colpa a me."
3317643,ita,Ma sei andato a Lourdes?
3471609,ita,Le lunghissime digressioni rompono l'unità del soggetto.
5393845,ita,Meglio rimanere in silenzio che parlare a vanvera.
4670195,ita,Costa molto di più.
5499232,ita,Lui rimarrà soddisfatto del risultato.
7631435,ita,Non vanno a costruire università in Inghilterra.
7651700,ita,Andate a costruire sinagoghe in Italia?
704845,ita,Se tu mi potessi assistere sarebbe di grande aiuto.
4512104,ita,Tutto dipende da questo.
2448301,ita,I tabloid asseriscono che il cetriolo assassino abbia sodomizzato la mucca pazza.
6587331,ita,Li abbiamo aiutati.
3511642,ita,Quanti commenti stupidi!
7594487,ita,Non andate a studiare in Bulgaria?
6445378,ita,Tom lo farà domani.
3290034,ita,Tu dai troppe informazioni.
2847680,ita,A me servono più coperture.
3019329,ita,Quello non sarà permesso.
5372782,ita,Tom non viene mai qui.
5827208,ita,Lei continuava a piangere.
4236590,ita,Voi siete ancora gelose?
1530379,ita,Il ragazzo si è perso nel bosco.
1610204,ita,Non parlare in maniera impertinente.
6739849,ita,Mi chiedo se Tom sia ancora povero.
6747728,ita,"Di che nazionalità sono le loro madri? ""Ungherese."""
6747449,ita,"Di che nazionalità sono le tue madri? ""Lituana."""
3181606,ita,Direi che è la soluzione.
4411617,ita,Tu ci hai preso qualcosa?
5768140,ita,Lui deve essere qui.
7652274,ita,Vai a costruire templi in Svezia.
6749666,ita,"Di che nazionalità sono le tue sorelle? ""Statunitense."""
799847,ita,Stava cercando le chiavi nella borsa quando l'ha attaccata.
5527620,ita,Che ne è stato di suo figlio?
4272346,ita,Scherzando ci hai visto giusto!
4254142,ita,Questa funzione è obsoleta. Le consigliamo di non usarla.
6923482,ita,Non vi lamentate così tanto.
7605028,ita,Vai a fare carriera in Vietnam.
3556999,ita,Penso che Tom pensi che io gli stia mentendo.
6833674,ita,Tom non sa quanto Voi siate forte.
5093385,ita,Antonio ha detto che le donne non capiscono i soldi.
3771947,ita,Tom riesce a sentire Mary molto bene.
7565871,ita,Mercoledì c'è informatica?
6018688,ita,L'ho appena dato a lei.
3269555,ita,La sommossa è sfuggita di mano.
3571003,ita,Nulla sarà mai tentato se prima bisogna superare ogni possibile obiezione.
3017010,ita,Chi ha le fotografie dal cavallo a Minsk?
2385773,ita,Mostratemi come farlo.
2959672,ita,Tom scrisse a Mary una lettera d'amore.
5882855,ita,Lui abita nelle vicinanze.
3399932,ita,Infangano anche la divisa?
6636007,ita,Avete intenzione di aiutarci o no?
5617525,ita,Dobbiamo giocare a golf qualche volta.
3539807,ita,Perché non puoi assomigliare di più a tua sorella?
4299110,ita,Si comporta da duro.
5189998,ita,Io sono abituata a Tom adesso.
6444539,ita,Farà presto buio.
4481,ita,Ormai è un uomo.
5768038,ita,Tu sei andato a scuola oggi?
7574873,ita,"Che cosa ordinerà al ristorante? ""Penso del pesce."""
7663138,ita,Andiamo a costruire negozi in Galles?
7620826,ita,Non va a costruire fabbriche in Niger.
2759275,ita,È molto gentile da parte tua invitarmi a cena.
4307911,ita,Chi indovina cosa stavamo guardando?
1324837,ita,Lui vive in Marocco.
7595920,ita,Non vai a lavorare in Turchia?
7614246,ita,Non vai a costruire ponti in India?
3307129,ita,Discuto spesso con lui sull'autobus.
1802948,ita,Io non posso litigare con mia sorella perché è molto buona.
7601167,ita,Va a cercare qualcosa in Cina?
3355606,ita,Al ristorante cinese ho mangiato del riso alla cantonese e della frutta caramellata.
5997204,ita,Lui ha lasciato il motore acceso.
3678233,ita,Annaffio i fiori in giardino ogni giorno.
5644803,ita,Sono io che prendo le decisioni.
7631171,ita,Non vado a costruire università negli Stati Uniti.
7569062,ita,"Dove andrete fra un mese? ""In California."""
2687037,ita,Stavo bene ed ero sorpresa.
3626132,ita,"Sbrigati, Tom, sto congelando."
6604949,ita,I tuoi nonni erano degli idraulici.
6758689,ita,"Di che nazionalità erano le vostre cugine? ""Malese."""
2622263,ita,Tom non guida.
7093510,ita,Tom dice che Mary ha fame.
4242544,ita,Tom non aveva nulla da bere.
3533118,ita,Ho delle novità.
5599484,ita,Non mi importa quello che dice la società.
3636776,ita,Sei il proprietario di questa casa?
7265613,ita,Non si dileguerà.
4984753,ita,Mi sto prendendo il mio tempo.
5226658,ita,Tom morì nel 2013 a Boston.
3756104,ita,Io sto viaggiando da sola.
7247853,ita,Tom adesso è dietro le sbarre.
2725224,ita,Tu hai mai visitato l'Italia?
7641118,ita,Vanno a costruire mattatoi in Messico.
4423037,ita,Può restare con lei?
6759195,ita,"Di che nazionalità erano i tuoi cugini? ""Malese."""
3996168,ita,Siete una manica di babbuini!
7570352,ita,Domani avrai matematica.
4484772,ita,Il viaggio è stato breve.
3021932,ita,"Chi non ha cane, caccia con gatto."
6378041,ita,La penso ancora così.
4428395,ita,Io potrei dire tutto a Tom.
6987693,ita,Perché non volevi andare a Malta?
7652675,ita,Non va a costruire templi in Libano.
5791802,ita,Questo non è il Vostro miglior lavoro.
6896030,ita,È ora che Tom vada.
2760344,ita,Sono soltanto una passante innocente.
5393024,ita,Dove siete venuti a conoscenza del progetto Tatoeba?
5384920,ita,Questo sta andando molto bene.
6894841,ita,Sono tutti molto occupati.
3540702,ita,C'è la vostra ricevuta.
3811650,ita,Voi avete parlato con vostro zio al telefono.
6761609,ita,"Nel caso che piova, non andrò."
7624086,ita,Non vado a costruire grattacieli in Giappone.
7613990,ita,Andiamo a costruire ponti in Vietnam?
874426,ita,Lei ha provato a schermare suo figlio dalla realtà.
1471308,ita,"Prima di tutto, un datore di lavoro non dovrebbe avere schiavi."
6378170,ita,Qual è il grande mistero?
6610917,ita,Questo film è storico.
7616409,ita,Non vai a costruire scuole in Egitto.
2791112,ita,Ho appena iniziato.
4270051,ita,Tom desiderava avere un impiego decente.
5190090,ita,Io ero brava in questo.
2191347,ita,Stanno provando.
6758498,ita,"Di che nazionalità sono le loro cugine? ""Bosniaca."""
2839964,ita,Io penso che andrò a dormire.
5688948,ita,È prevista una notte serena.
7158375,ita,Penso che Tom sarà imprudente.
376587,ita,Ho solo un piccolo giardino.
4758750,ita,Devo andare. Arrivederci!
430304,ita,Ho già visto il film.
3337528,ita,Ne sono fermamente convinta!
6303446,ita,Le ho incontrate là.
3344486,ita,Perché le donne sono delle creature così fastidiose?
5959524,ita,Devo vederla alle due e mezza.
2137575,ita,Queste persone sono tutto tranne innocenti.
5471944,ita,Io mi sento vecchio.
3743967,ita,Il mio animale domestico è ammalato.
2523708,ita,Ce l'avete un cane?
5771645,ita,Allattavo mia figlia.
7661458,ita,Non vanno a costruire basi militari in Albania.
3247156,ita,Lui non ha fiducia nei poliziotti.
6680752,ita,Ho dei galli.
5184584,ita,Semplicemente dimenticate!
3792502,ita,Poi voglio sapere i giri loschi che hai.
4257501,ita,Lo dici solo perché abbiamo un figlio.
4662445,ita,Noi abbiamo un'altra fermata da fare.
5952855,ita,Dobbiamo salvarle.
4892238,ita,Non pensiamo che sia seria.
4044648,ita,Ma siamo in Italia?
4359576,ita,Io non l'ho mai incolpato.
2440033,ita,Loro hanno un produttore talentuoso.
6609476,ita,Mi piacciono i limoni.
7608131,ita,Vanno a fare nuove conoscenze in Islanda.
3770666,ita,Ora torna in panchina.
6076311,ita,Sarò di ritorno questo pomeriggio.
6735980,ita,Abbiamo dato loro del cibo.
7626338,ita,Va a costruire case in Nuova Zelanda.
7638984,ita,Non vado a costruire autostrade in Estonia?
5471144,ita,Ha chiamato sua moglie.
6214822,ita,Guarda cosa le hai fatto.
4244140,ita,Apparteneva a mia madre.
4874794,ita,Ecco cosa c'è di sbagliato.
3820496,ita,Aggiungevano delle frasi.
4949503,ita,Dovrò confiscare il vostro coltello.
7738990,ita,Tutti nell'ufficio sanno dei suoi problemi.
4989916,ita,Non hai un aspetto molto buono. Sei ammalato?
2858299,ita,Io sono onnivora.
2681961,ita,Non ho mai pensato che sarei stato felice di vederla.
5362714,ita,Puoi farla per me?
3013248,ita,Chi non la pensa così?
6574959,ita,Tom e Mary sono delusi.
2396681,ita,Tom non riusciva a decidere cosa fare.
3870521,ita,"In questo caso, l'aggettivo va prima del sostantivo."
4742506,ita,È falso!
3356509,ita,"Ci sono certe cose a questo mondo che, non importa quanto tu le desideri, non si avvereranno mai."
7655338,ita,Vado a costruire birrerie in Uruguay?
7660020,ita,Non vanno a costruire arene in Estonia.
4189614,ita,Faremmo meglio ad andare a trovarlo.
3558094,ita,Lui è spagnolo.
6758041,ita,Oggi è valido più che mai.
6604534,ita,Non avete studiato per l'interrogazione?
1607400,ita,"Durante la notte mia nonna è venuta a mancare, senza soffrire."
4146707,ita,A quale scuola andrai?
5029056,ita,Il nonno sta un po' meglio.
2156008,ita,Lo studente lesse il libro la sera prima dell'esame.
7601427,ita,Non vado a cercare qualcosa in Australia?
708308,ita,Bob non riuscì a controllare la sua rabbia.
4322574,ita,Alla fine è questo?
2706566,ita,Io voglio tornare alla mia scrivania.
3175988,ita,Va bene tutto purché se ne parli.
6634899,ita,Tom e Mary hanno detto che non stanno facendo molti soldi.
7599768,ita,Andiamo a insegnare qualcosa in Islanda del Nord?
1861897,ita,Perché dovrei ascoltarti?
1201480,ita,Vi siete guadagnati il premio dell'anno.
388448,ita,Non ha senso estetico.
5064436,ita,Voi sapete che ho ragione.
6165683,ita,Non la vuole vedere?
4244195,ita,A voi è piaciuta?
7740081,ita,Tom sarà scoperto.
3633760,ita,Mi rende felice.
7598307,ita,Non vanno a imparare qualcosa in Galles.
5017070,ita,È tutto a posto con te?
6478042,ita,So esattamente che cosa dirà Tom.
1702346,ita,Mi piace guardarla mentre si spoglia.
6150761,ita,Tutto sarà com'era una volta?
5872252,ita,La prossima settimana vado a Boston.
7740055,ita,Smettetela di incolpare voi stessi.
4259926,ita,Il raggio della saggezza deve illuminare nuovi orizzonti.
714368,ita,Ha un'assicurazione medica?
2689384,ita,Lo so che le piace essere una professoressa.
4961900,ita,Ho visto Tom attraversare il fiume a nuoto.
4953618,ita,Vediamo se questo aiuta.
2829417,ita,Lo so che una volta viveva a Boston.
7568433,ita,"Dove andrà la settimana prossima? ""In Ungheria."""
3543283,ita,Ti ringrazio comunque!
7266127,ita,Mi vieni in mente tu!
3284290,ita,Declinò l'intervista.
4993709,ita,Non mi fa ribrezzo.
5558767,ita,Tom è molto fiero di suo figlio.
5438568,ita,Gli mancherò.
4410708,ita,Non sono molto informato.
3928522,ita,Tom non sembra impegnato.
3149349,ita,Vive per conto suo.
1073116,ita,Bisogna rispettare le regole.
5635407,ita,Tom non riesce a trovarli.
2969479,ita,Tom non fu beccato.
6146410,ita,Li ami veramente?
3390549,ita,Stai facendo i compiti?
4073786,ita,Non ho i risultati.
7600320,ita,Vado a cercare qualcosa in Bulgaria.
5231923,ita,Tom voleva imparare a giocare a golf.
3240953,ita,Ci rilassiamo un attimo?
742108,ita,Dobbiamo aspettarti qui?
4671695,ita,Parlate georgiano?
6017957,ita,Voglio aspettarle.
3809565,ita,Avete sognato Tom.
3554587,ita,"Sei normale tu, invece?"
7615520,ita,Andate a costruire ospedali in Danimarca?
3876371,ita,Siamo o non siamo il paese delle meraviglie?
7619048,ita,Andiamo a costruire biblioteche in Germania.
3875074,ita,Lei ama davvero Tom?
1152739,ita,Abbiamo molti terremoti in Giappone.
806546,ita,È già arrivata la e-mail?
6821607,ita,Siete capaci di farlo?
7605678,ita,Vado a fare carriera in Egitto?
3487477,ita,Io ho fatto un errore nei miei calcoli.
7572702,ita,Penso che andrai per svago in Ucraina.
