sentence,lang,predicted
Tom sabe cómo llevar un club.,spa,spa
Tom says he knows Mary could do that if she tried harder.,eng,spa
Pensaba que no te caería bien.,spa,spa
I didn't know where that came from.,eng,eng
Any takers?,eng,spa
Lo miró.,spa,spa
Ojalá pudiera averiguar cómo hacer más dinero.,spa,spa
La gente aceptará su idea con mayor facilidad si usted les dice que Benjamin Franklin lo dijo primero.,spa,eng
Creo que no es abogado.,spa,spa
Tom quería conocerle.,spa,spa
¿Le importaría darme un aventón a la oficina de correos?,spa,eng
When do you think you're going to get here?,eng,spa
Los pisos están bajando porque los precios estaban inflados.,spa,spa
The air conditioner was on.,eng,spa
I admit that I've never been to Boston.,eng,spa
"Un traductor no solo debe conocer idiomas distintos, sino también culturas distintas.",spa,spa
I know that Tom and Mary are reluctant to do that.,eng,spa
Sin duda tú has escuchado la noticia.,spa,eng
Estamos casi listos.,spa,spa
Nunca supe su verdadero nombre.,spa,spa
Un desconocido se me acercó y me preguntó la hora.,spa,spa
El futbolista fue expulsado porque le paró el dedo al árbitro.,spa,spa
I knew that Tom wanted to do that here.,eng,spa
I work in a travel agency.,eng,spa
I got an IV at the hospital.,eng,eng
Prime numbers are divisible only by one and themselves.,eng,eng
Tom quería mandar un mensaje.,spa,spa
Ella iba bajando por las escaleras.,spa,spa
Mis padres piensan que yo estudio medicina.,spa,spa
Go down into the cellar and get us a couple of bottles of wine.,eng,spa
El hombre gasta la mayor parte de su energía en resolver problemas que jamás sucederán.,spa,spa
They did the only thing they could.,eng,spa
That was a concern for Tom.,eng,eng
"Agradézcaselo a aquel hombre, pues él es el responsable del proyecto.",spa,eng
Imaginate que todo es un sueño.,spa,eng
I don't have enough time to do that before I go home.,eng,eng
Setenta u ochenta años es la duración normal de la vida del hombre.,spa,spa
Había un camión bloqueando la calle.,spa,eng
Tom and Mary said they now regret not doing that.,eng,spa
We tried to put out the fire but we were unsuccessful. We had to call the fire brigade.,eng,spa
El hombre era un completo extraño.,spa,spa
Una de cada 455 mujeres no se da cuenta de que está embarazada hasta la vigésima semana de embarazo.,spa,spa
Fadil left without a word to anyone.,eng,spa
You've seen what we can do.,eng,spa
Your first draft was fine.,eng,spa
Él perdió casi todas las estampillas de su colección.,spa,spa
I don't think that what Tom did was easy.,eng,spa
I didn't have time to do everything I had to do.,eng,spa
"Según los investigadores del Instituto Carsey de la Universidad de New Hampshire, 15.7 millones de niños vivían en la pobreza en Estados Unidos en el 2010.",spa,eng
¿Qué piensa del idioma japonés?,spa,spa
The hero of the book rails at the injustices of the world but does nothing about them.,eng,eng
Tom never gave me any grief.,eng,eng
They got drunk together.,eng,spa
Ya sé cómo va el tema.,spa,spa
¿Por qué estuvo en la cárcel Tom?,spa,eng
Tom está ayudando.,spa,spa
Tom said that he wanted to do more.,eng,spa
I'm sorry that you had to get dragged into this.,eng,spa
Toast!,eng,eng
El corresponsal de BBC le recordó al presidente sirio el escenario actual de su país.,spa,spa
I didn't know that what I'd done was illegal.,eng,spa
Just because a man is rich it does not necessarily follow that he is happy.,eng,spa
¿Comerás en casa o afuera?,spa,spa
How are you coming along with your French lessons?,eng,spa
When's the last time you slept?,eng,eng
How far is Australia from New Zealand?,eng,spa
I was a waiter for a few years.,eng,spa
Puedes visitarme siempre que quieras.,spa,spa
"Ven aquí cerca, Tom.",spa,eng
"Cada uno tiene lo que se merece, los demás son solteros.",spa,spa
I went to the university only to see my former French teacher again.,eng,spa
La música ruidosa le pone a Fred de los nervios.,spa,eng
Las bacterias están en todas partes.,spa,spa
¿Cuánto tiempo tarda para ir de aquí al Hotel Hilton?,spa,eng
They said they understood.,eng,spa
How long does it take to get to Boston from here?,eng,spa
Did I tell you that?,eng,eng
They say they want their things back.,eng,spa
Nuestra casa es lo suficientemente grande para una familia de cinco.,spa,eng
Llegaré el sábado.,spa,spa
La prostituta comenzó a chantajear al ministro.,spa,spa
Dile tu nombre al profesor.,spa,spa
"Sleeping in a dumpster, huh? Al-Sayib asked. ""That must have been a smelly experience.""",eng,spa
"The building is to be fifteen stories high, and built to resist earthquakes.",eng,spa
Están intentado sacar los productos japoneses del mercado.,spa,spa
"Most utensils, such as can openers and scissors, are made for right-handers.",eng,spa
Mi perro come uvas.,spa,spa
Do you have an empty room in this hotel?,eng,eng
¿Cuánta propina se le da a un taxista en Nueva York?,spa,spa
Lamento mucho que estés resfriado en la cama. Hoy he estado jugando un ratito con Mary. Espero que para mañana seas capaz de levantarte. Me alegro de que hoy yo esté mejor del resfriado.,spa,spa
Se le dijo al sospechoso que no salga de la ciudad.,spa,spa
Mary would be very disappointed if she saw you doing that.,eng,spa
Scientists of the 19th century believed that the Sun was powered by chemical reactions.,eng,spa
Sami received tons of e-mails.,eng,spa
I have learned to work with Tom.,eng,eng
Se alzó con el dinero.,spa,spa
Está casada con un primo mío.,spa,spa
Tom es realmente bueno en matemáticas.,spa,spa
Los niños abonan solo la mitad del precio de la entrada al cine.,spa,spa
I hate this car.,eng,spa
¿Cuánto vale?,spa,eng
They said that they're bored.,eng,spa
Do not live in a healthier way than what is right for you.,eng,spa
Mi dieta es variada.,spa,spa
"Que yo sepa, todavía no se ha ido.",spa,eng
I'll tell Tom to call you as soon as he gets in.,eng,spa
Are you sure that's what Tom and Mary were doing?,eng,spa
Tom wished he were back in Australia.,eng,spa
"As I got the train, I didn't think I wouldn't return any more.",eng,spa
There was nothing Tom could've done.,eng,spa
We've got to find him first.,eng,spa
What percent will you discount the prices?,eng,eng
Necesitamos tu ayuda.,spa,spa
She would often play the piano after school.,eng,eng
I can't confirm that's the actual number of deaths.,eng,spa
Tom isn't going to do that until Monday.,eng,spa
Él aprendió su profesión de banquero en Londres.,spa,spa
"Esto es un martillo. No es mío, me los prestó un amigo.",spa,eng
"You're with me, OK?",eng,eng
Do you really think I want to do what I do?,eng,eng
He leído todos los comentarios.,spa,spa
Mary said that she knew the rules.,eng,spa
No quiero ir a Boston con vos.,spa,eng
I still think Tom could help.,eng,eng
Sostén la caja con ambas manos.,spa,spa
I can't believe this is happening to me.,eng,eng
I don't want it to happen.,eng,spa
Tom knows what we're talking about.,eng,spa
Cold calls are the primary function of the telemarketing department.,eng,spa
Nunca antes había visto una sandía tan grande.,spa,spa
Tom was a kid when that happened.,eng,spa
Sami doesn't deserve more than what I deserve from life.,eng,eng
I can't believe I finally managed to do it.,eng,eng
"If you're sleepy, you should sleep.",eng,eng
¿Cómo funciona el ábaco?,spa,eng
We don't trust them.,eng,eng
Rivers like the Rhine and the Elbe have soaked up so much heat that fish are beginning to suffocate.,eng,eng
"¿Puede marcharse, por favor?",spa,eng
Uniform number No. 7 is his younger brother.,eng,spa
¡Mira! Se están yendo de la casa.,spa,spa
Ya echo de menos el otoño.,spa,eng
My cousin was familiar with trouble when he was young.,eng,spa
I can't remember what happened next.,eng,spa
¿Qué fruta te gusta más?,spa,spa
¿Fuiste tú el que hizo sonar la campana?,spa,spa
Nuestros empleados no aceptan propina.,spa,spa
I was quite wrong.,eng,spa
Me pregunté cómo podía lidiar con esto.,spa,eng
Where were you last spring?,eng,spa
Don't ask me to explain.,eng,spa
Aprendió a ser paciente.,spa,spa
"Mientras vivamos, debemos trabajar.",spa,spa
He considered himself lucky.,eng,spa
Jeans are just jeans. Why did you spend so much money on designer jeans?,eng,spa
She told me she was diabetic.,eng,eng
She never lets her beliefs get in the way of her duty.,eng,spa
Tom needed hope.,eng,eng
She spends all her time thinking about boys.,eng,spa
No me importan las riquezas o la fama.,spa,spa
"Free transportation will be provided, but you are expected to pay for your own food and drinks.",eng,spa
Nuestro experimento ha revelado que su informe no era fiable.,spa,spa
Tom is someone I look up to.,eng,eng
Los tres miraron a Tom.,spa,eng
La educación es una fuerza que trae el progreso.,spa,eng
El objetivo de la publicidad es familiarizar al consumidor con el nombre del producto.,spa,eng
The chance of rain is low.,eng,spa
Él sacudió la cabeza con rabia.,spa,spa
"¡Guau!, estuvo cerca.",spa,eng
They use this book in Spanish class.,eng,spa
You're an extraordinary woman.,eng,spa
Did I forget to mention that?,eng,eng
Llevo aquí dos años.,spa,spa
Él no se avergüenza de ser pobre.,spa,spa
A la mayoría de los chicos les gusta el béisbol.,spa,eng
No quiero coger un resfriado.,spa,spa
I thought that it was Tom's.,eng,eng
Tom was a soldier's soldier.,eng,spa
No se puede agradar a todos.,spa,spa
Don't go anywhere without me.,eng,eng
"Los hombres infelices, como los hombres que duermen mal, siempre están orgullosos de ello.",spa,eng
Trabajaron juntos en este proyecto.,spa,eng
"When did they start working? ""They've been working since eight o'clock and they're very tired.""",eng,spa
We walk along the lakeside.,eng,spa
Tom has a scar on his stomach.,eng,eng
They walked down the hall by themselves.,eng,eng
Me acojo al precepto constitucional.,spa,spa
¿Qué te ha hecho enfermo?,spa,eng
"I never really studied C++ beyond ""Hello, world!""",eng,spa
Tom has gone on dates with both Mary and Alice.,eng,eng
¿Qué clase de música escucha Tom?,spa,eng
Sami didn't want that to happen.,eng,spa
¿Puedes quedarte un rato?,spa,eng
¡Baja las manos!,spa,eng
Tom is quite wrong.,eng,spa
Os debo confesar que ronco.,spa,eng
"Tom will do that tomorrow, too.",eng,eng
Tom doesn't think he'll do that.,eng,spa
How much money do you usually carry?,eng,spa
Nuestra hermana estará pronto con nosotros.,spa,spa
"En contraste con el perro, el gato se ha domesticado sólo recientemente.",spa,spa
Tom thinks that Mary will be finished doing that by 2:30.,eng,eng
Ahora tengo muchas cosas que hacer.,spa,spa
Tom told Mary that he thought John was honest.,eng,spa
I gave her a ride.,eng,spa
I still sometimes read autobiographies.,eng,spa
Tom said he knew that was what Mary thought she should do.,eng,spa
Una persona estúpida no deja de ser persona por ser estúpida.,spa,spa
Tom tiró la ropa de su novia al fuego.,spa,eng
That isn't my fault.,eng,spa
"Gracias por venir, chicos. ¡Hasta la próxima clase!",spa,eng
It's serious.,eng,spa
Deja de contribuir en Tatoeba. Se está volviendo una adicción.,spa,spa
Lo único que quiero hacer es ir a pescar.,spa,spa
Where's the exit?,eng,eng
Nosotros compartimos el mismo destino.,spa,eng
"No se supone que los seres humanos se sienten todo el santo día dentro de cubículos, mirando a las pantallas de ordenador.",spa,spa
Tienes unos niños muy monos.,spa,spa
Do you know their address?,eng,spa
"Hey, you want to take a walk?",eng,spa
Tom se suicidió tirándose de un puente.,spa,spa
Why is everyone on their phone?,eng,eng
He always tries to trip people up.,eng,eng
No deberías permitir a tu hijo salirse siempre con la suya.,spa,spa
Tom definitely had to do that.,eng,spa
Siempre hay que leer y entender antes de firmar un contrato.,spa,eng
He is not so tall as you.,eng,spa
I must have nodded off.,eng,eng
You have to come now.,eng,spa
Así no se comporta un caballero.,spa,spa
The temperature is lower than usual.,eng,spa
Eso de verdad nos ayuda.,spa,spa
Tom told me he's ready.,eng,spa
I know that you aren't yourself today.,eng,spa
Tom got jealous.,eng,spa
I have a dog trained as a seeing eye dog.,eng,spa
I demand satisfaction.,eng,spa
En las encrucijadas más importantes de nuestras vidas no hay postes de direcciones.,spa,spa
Yo tampoco sé.,spa,spa
Seguí bailando.,spa,spa
Tom said that he thought Mary was nervous.,eng,spa
No éramos más de cien pasajeros a bordo del ferry.,spa,spa
No pudo aprobar el examen.,spa,spa
He couldn't wait to try out his new surfboard.,eng,spa
Tom was the manager before me.,eng,eng
Nobody is being refused service.,eng,eng
He apologized to them for taking up their time.,eng,eng
I did something really bad today.,eng,spa
I oiled my bicycle.,eng,eng
"¡Estate quieto, que me duele!",spa,eng
Mario es un plomero.,spa,spa
How could that ever happen?,eng,eng
Ya sé manejar.,spa,spa
You'd better have it patented before you put it on the market.,eng,spa
¿Te has vuelto loco del todo?,spa,eng
I straighten my hair every day.,eng,spa
Tom didn't reply to any of Mary's letter.,eng,spa
"Get in the car, please.",eng,spa
"Quien se casa por amores, malos días y buenas noches.",spa,spa
Nuestro sistema educativo requiere ser seriamente reformado.,spa,spa
"Por favor, borra este archivo.",spa,eng
¿Me puedo quedar esta fotografía?,spa,spa
Sami told Layla all about it.,eng,eng
I think that Tom is athletic.,eng,eng
¿Tenés edad para votar?,spa,spa
I wasn't sure you'd like that.,eng,spa
We need a plan B.,eng,eng
Tom was starting to feel a little uncomfortable.,eng,spa
She made a trip to Europe last month.,eng,spa
Tom is a bit shorter than Mary.,eng,spa
The child talks as if he were a man.,eng,spa
I have not read the book nor do I want to.,eng,eng
Can he play the guitar?,eng,spa
Ella fue víctima de violencia doméstica.,spa,eng
This is a picture of Tom and his wife.,eng,eng
You're supposed to be relaxing.,eng,spa
Sami lived with two roommates.,eng,spa
Desearía haber hecho más.,spa,spa
Salgo del trabajo a las dos y media.,spa,spa
No esperaba nada.,spa,spa
Eres un perturbado mental.,spa,spa
No saldré para comer.,spa,spa
I'm about your size.,eng,spa
Have you already eaten something?,eng,spa
Tom has poor eyesight.,eng,spa
Creo que Japón es un país muy seguro.,spa,spa
Why do you do that?,eng,eng
¿Es un chiste o qué?,spa,spa
La oración que está leyendo no existe.,spa,spa
Tom enjoyed looking at the paintings hanging on Mary's wall.,eng,spa
Come on over.,eng,spa
Where's my father?,eng,spa
"Mientras estábamos ocupados, 2 horas pasaron de nuevo.",spa,eng
Se puede contar con ese hombre.,spa,spa
He knows exactly what he's doing.,eng,spa
Tom is only pretending that he's having fun.,eng,spa
I'm studying English because I plan to go to the United States.,eng,spa
You seem to have made quite an impression upon him.,eng,eng
"Cuando un producto es escaso, el vendedor tiene ventaja.",spa,spa
Tom and Mary won't likely tell John what they want him to do.,eng,spa
Posiblemente llueva mañana.,spa,spa
