sentence,lang,predicted
"Takuya, ¿has estado alguna vez en Hawaii?",spa,spa
Me gustaría comprar esta computadora.,spa,spa
Deberías estar sobre las 5 en punto en la estación.,spa,eng
"He made a careless mistake, as is often the case with him.",eng,eng
¿Usted habla filipino?,spa,spa
I had a talk with her.,eng,eng
No sabía que el auto de Tom estaba robado.,spa,eng
Comemos arroz.,spa,eng
Tom knew that Mary was from Boston.,eng,eng
La policía la perseguirá por mucho tiempo.,spa,eng
I think Tom and Mary need medical attention.,eng,spa
Eres tan misterioso.,spa,eng
María maneja pésimo.,spa,eng
Lo regañaré.,spa,spa
Tom is not jealous.,eng,eng
¿Por qué no te consigues una casa decente?,spa,spa
No necesitaremos toalla; nos secaremos al sol.,spa,eng
Tom era famoso.,spa,eng
I was accustomed to heat.,eng,spa
Espero que no estés asustada.,spa,spa
¿Cuál es el momento correcto?,spa,spa
¿Has descubierto a qué hora empieza la reunión?,spa,spa
I love these guys.,eng,eng
Tom beat the drum at a slow tempo.,eng,eng
Please don't do translations if you're crap at it. This is a plea from the English translation clients.,eng,spa
I continued texting.,eng,eng
Tom demonstrated how the device worked.,eng,spa
I could hardly refuse Tom's challenge.,eng,spa
Me interesa la literatura estadounidense.,spa,spa
No nos deje.,spa,spa
They tore pages out of their notebooks.,eng,eng
Tom likes electronic dance music.,eng,spa
Mary doesn't share her food.,eng,eng
Tom tuvo una cita con Mary anoche.,spa,eng
Play ball!,eng,eng
Estoy pensando si ir a Canadá el año próximo.,spa,eng
Tom está al mando.,spa,spa
Ellos hierven agua para beberla.,spa,eng
The person Tom is talking to is Mary.,eng,eng
Estoy unido a ti.,spa,spa
We should consider Tom's suggestion.,eng,spa
You're testing my patience!,eng,spa
¿Tengo que hacerlo ya?,spa,eng
"Sé cómo te sientes, pero se acabó.",spa,eng
El portón se cierra a las ocho.,spa,eng
Tom lleva puesto un sombrero mejicano.,spa,spa
He can read well enough.,eng,eng
Fui a un concierto.,spa,spa
Spring will arrive there soon.,eng,eng
Tom wasn't born in Australia.,eng,spa
Tom notó que Mary estaba mirando a John.,spa,eng
I'm anxious about her health.,eng,spa
Tom and Mary waited a while before they began.,eng,eng
El elefante es el animal más fuerte.,spa,spa
She's doing her homework now.,eng,eng
He is fond of wandering about.,eng,eng
Mary es incapaz de expresar compasión.,spa,eng
Quisiera jugar una mesa de ping-pong.,spa,eng
When was the last time you went to Australia?,eng,spa
Do you have a contingency plan in place?,eng,spa
"No, no trajimos nada.",spa,spa
¿Me puede indicar el camino a la parada de buses?,spa,eng
He told me he didn't do it.,eng,spa
Ella me pateó en las bolas.,spa,eng
Pensé que las cosas iban a mejorar.,spa,eng
"As you'd expect from a high-end model, the user settings are amazingly detailed. It seems like it'll be a while until I can get one of my own.",eng,eng
I'll do what the boss tells me.,eng,eng
¿Por qué me tratas así?,spa,eng
Ayer no tuve que estudiar.,spa,spa
This theory consists of three parts.,eng,eng
I know that he'll call with another price increase.,eng,spa
They'll take care of him.,eng,eng
My grandkids live in Australia.,eng,spa
That's a good sign.,eng,eng
Comí arroz frito y bebí algo de cerveza.,spa,spa
I can't afford to do this.,eng,eng
It's because I want to become a translator.,eng,eng
I'm glad that we didn't wait another day.,eng,eng
It looks like Tom and Mary have no idea how to do that.,eng,spa
This is the hospital where Tom and I were born.,eng,eng
El anciano nos contó sobre el divertido incidente.,spa,spa
Wrong!,eng,eng
El tiempo está pasando muy rápido.,spa,eng
Mi casa queda al norte de la biblioteca.,spa,spa
We have to make sure we do that.,eng,spa
Tom's last year in Boston was 2013.,eng,eng
I didn't know that you would do that with Tom.,eng,eng
¿Has visto el nuevo apartamento de ellos?,spa,eng
Kabyle is the most spoken Berber dialect in Algeria.,eng,spa
Tell him I'll do it.,eng,eng
¿Dónde estábais ayer?,spa,eng
Tom didn't begin to study French until he was thirty years old.,eng,eng
¿Podrías abrir la ventana por favor?,spa,eng
Empezó a sentirse mal.,spa,eng
Tom is really aggressive.,eng,spa
This classroom is separated from that one by a wall.,eng,eng
Tom said he thought that Mary would be doing that today.,eng,eng
Tom leaned back.,eng,spa
"Para mí, que no le gusta.",spa,eng
Mary ran to get her camera.,eng,spa
No puedes dormir aquí.,spa,spa
Tom and Mary didn't feel they should do what the other children were doing.,eng,eng
We've been very busy for the last few days.,eng,eng
Do you want to see our English lesson?,eng,eng
Esta canción es una canción de amor.,spa,eng
It's too dark.,eng,spa
Sami was winning the game.,eng,eng
With all due respect.,eng,spa
Tom escuchaba con atención.,spa,spa
I'm studying English because I plan to go to the United States.,eng,spa
Don't make promises that you can't or don't intend to keep.,eng,spa
No sabía que Tom vivía aquí.,spa,spa
Sami wanted to stop Layla from having an abortion.,eng,spa
¿Por qué los lobos aúllan?,spa,spa
Cierra el cajón.,spa,eng
No entiendo cómo le hablas.,spa,eng
The accused was condemned to ten years in prison.,eng,eng
Sami was an Evangelist.,eng,spa
We have to do it together.,eng,spa
Encontré la situación de la ciudad en el mapa.,spa,spa
No había peligros aparentes.,spa,spa
Traté de hacer que Tom ayudara a Mary.,spa,eng
We should decide today.,eng,eng
Hay alumnos adicionales en mi clase de español.,spa,spa
This is offensive.,eng,spa
Tom always does that for me.,eng,eng
I'm sorry that I can't go.,eng,eng
He was hit by lightning.,eng,eng
Have you seen the man in this picture?,eng,spa
Terminamos. Devuélveme el anillo.,spa,eng
Sami moved to a quiet street.,eng,spa
You and I have got to stay together.,eng,eng
Tanaka has said that he got up this morning around eight o'clock.,eng,spa
Is anyone in the house?,eng,spa
"Todavía me cuesta hablar sobre temas abstractos como la economía o la filosofía, porque se usan palabras con las que uno no se topa todos los días.",spa,eng
Aprendemos francés.,spa,eng
Los alemanes empezaron la batalla.,spa,spa
Terminará aborreciendo la tarta de manzana.,spa,spa
Tom dropped out of college and became a truck driver.,eng,spa
Mary isn't Tom's wife.,eng,eng
Mary is starting to sound a lot like her mother.,eng,eng
A este lo llaman té verde.,spa,spa
¿Por qué ya no habla conmigo?,spa,eng
Te estoy oyendo.,spa,eng
Haven't we been here before?,eng,spa
This is not a book for children.,eng,spa
Encontré un apartamento.,spa,spa
"Opening the door, I found a stranger standing there.",eng,spa
Nos hemos escrito cartas durante años.,spa,eng
That costs how much?,eng,eng
He went to a college of agriculture.,eng,spa
Tom compró algo de ropa para Mary.,spa,eng
Has the bell rung yet?,eng,eng
María escondió su rostro entre sus manos.,spa,eng
"Limítate a hacerlo, Tom.",spa,eng
Está vibrando.,spa,spa
Esos días jugábamos al béisbol después de la escuela.,spa,spa
"You've worked in Boston before, haven't you?",eng,eng
No one suspected.,eng,spa
Start the car.,eng,eng
Lo tenía que haber entregado ya.,spa,eng
No les pido su opinión.,spa,spa
Tom told me he wasn't so sure.,eng,eng
Tom se considera ciudadano del mundo.,spa,spa
Antes te respetaba.,spa,eng
Volvió a hender el cuerpo de su oponente con la afilada espada.,spa,spa
Tom has decided that he isn't going go to Boston next summer.,eng,eng
Me opongo a ser llamado un mono.,spa,eng
We have to go back for her.,eng,eng
Trató de convencerlo para que fuera a la reunión.,spa,spa
The Prime Minister stated that he would not introduce a new tax without the consensus of public opinion.,eng,spa
Tomás consume poco alcohol.,spa,eng
Le daré estos boletos a quienquiera que los quiera.,spa,spa
Eso sería raro.,spa,eng
It takes sushi chefs two years just to learn how to prepare rice.,eng,spa
Porque no lo habían tirado.,spa,spa
I think Tom needs to be shown how to do that.,eng,spa
"¡Dame una botella, por favor!",spa,eng
You said you wanted to know.,eng,eng
Sami didn't want that to happen.,eng,spa
Al menos sé que Tom está a salvo ahora.,spa,eng
Él se graduó de Cambridge con honores.,spa,eng
This drama consists of just two short scenes.,eng,spa
Rico es quien no puede contar más sus millones.,spa,eng
Sami still works at Walmart to this day.,eng,eng
They told me that they were very busy.,eng,eng
She asked me to polish her shoes.,eng,eng
Tom turned off the anti-aliasing option.,eng,spa
¿Por qué no has venido antes?,spa,spa
The proof of the pudding is in the eating.,eng,eng
Creo que él es el señor Brown.,spa,eng
Mary made a cloth doll.,eng,eng
No le importan los contribuyentes.,spa,eng
"Eh, ¿qué estás haciendo aquí?",spa,spa
Estoy buscando un sitio donde dormir.,spa,eng
Sam ya ha hecho su tarea.,spa,spa
Both Tom and Mary were dirty.,eng,eng
Mostrame las manos.,spa,eng
Me hace ilusión que mis profesores tengan ganas de trabajar.,spa,eng
Te queremos.,spa,eng
Hace bastante frío hoy.,spa,eng
This belt fits me too tightly.,eng,eng
"Por favor, entienda usted que mi tarea como astrólogo se limita a predecir su destino. Puedo cambiarlo tan poco como el recorrido de los astros.",spa,eng
Tengo que esperar aquí a Tom.,spa,eng
Both Tom and Mary coughed.,eng,spa
Tom doesn't want to be here anymore.,eng,eng
"Aparte de tu propia lengua, deberías saber al menos esperanto.",spa,spa
The coffee tastes like wash water.,eng,eng
Ese no es el resultado que ella esperaba.,spa,eng
"Ella votó por el señor Nishioka, en contra de la consigna del partido.",spa,spa
Los dos nos reímos.,spa,eng
Tom said that he knew that something was wrong.,eng,eng
Mary said she didn't want to do anything with Tom.,eng,eng
"¡Alto, por favor!",spa,eng
It was her idea.,eng,spa
Do not live in a healthier way than what is right for you.,eng,eng
Sami was just trying to do the right thing.,eng,eng
"Mary is very claustrophobic, isn't she?",eng,eng
Yo no me vi con un médico el año pasado.,spa,spa
She said she felt terrific.,eng,eng
Me gusta jugar futbol.,spa,eng
I like Australia a lot.,eng,spa
Hay un tiempo para aprender y un tiempo para aplicar lo aprendido.,spa,spa
Sami left home.,eng,eng
Tom's French is better than Mary's.,eng,eng
Tom said he didn't want to argue about this anymore.,eng,eng
Él dejó a su madre y a su novia en Francia.,spa,spa
This is the life.,eng,eng
No me gusta este papel; es muy brillante.,spa,spa
Ella no está disponible.,spa,eng
Su sonrisa indica que me ha perdonado.,spa,spa
I thoroughly enjoyed myself in Boston.,eng,eng
"Ponme con el jefe, por favor.",spa,eng
She knows that she has a problem.,eng,eng
I won't wait forever.,eng,spa
El precio depende de la talla.,spa,spa
No tomé ninguna medida de precaución.,spa,spa
Kayak esquimotaje en las aguas bravas es un técnico avanzado.,spa,spa
Lo importante es tener tu propio pasatiempo.,spa,spa
There's always a catch.,eng,eng
"En 1939, como en 1914, el mundo estaba al borde de la guerra.",spa,spa
Tom has been acting suspiciously.,eng,eng
Necesito ponerme a dieta.,spa,spa
Tom tiene una sorpresa para ti.,spa,spa
¿Te molesta si me siento a tu lado?,spa,spa
I don't think that we'll do that while we're in Boston.,eng,spa
Pensé que él estaba enojado conmigo porque no lo ayudé a construir su casa.,spa,eng
"Te estamos hablando, Tom.",spa,eng
Yo contesto.,spa,spa
Thanks for your hospitality.,eng,eng
I believe Tom and Mary are innocent.,eng,spa
Dijiste que me amabas.,spa,eng
Tom y Jane se casaron el mes pasado.,spa,spa
Horse riding is an expensive hobby.,eng,eng
I need a good reason not to kill you.,eng,eng
Esta frase incluye varios errores.,spa,eng
Creo que él entenderá esta.,spa,spa
María se peina el pelo todas las mañanas.,spa,eng
¡Sí que fue duro!,spa,eng
Dile a Tom que se presente.,spa,spa
Juego a un juego de navegador.,spa,spa
No me respondiste.,spa,spa
The house was very badly built.,eng,eng
This lake is among the deepest in the country.,eng,eng
Eh... ¿Cómo está marchando eso?,spa,eng
We both know what needs to be done.,eng,spa
Esa firma no es válida.,spa,spa
Los sábados por la noche es difícil encontrar aparcamiento por aquí.,spa,spa
He broke his leg skiing.,eng,eng
I think that Tom has serious problems at home.,eng,eng
Me pregunto dónde está Tomás.,spa,eng
¿Qué hacías allí?,spa,spa
¿Estás embriagado?,spa,spa
Tengo una mesa de madera.,spa,spa
Someone who is misanthropic dislikes people and avoids social situations.,eng,eng
I'm a little shaky.,eng,eng
I soon learned how to swim.,eng,eng
Can I get anybody coffee?,eng,eng
"Whose documents are these? ""They are Michael's.""",eng,spa
Llegar temprano está bueno.,spa,eng
Nos están ignorando.,spa,spa
Tom no entiende nada.,spa,spa
Tom ha hecho una elección.,spa,eng
These boys often play in the little streets.,eng,spa
"Cuando dos personas se encuentran, hay en realidad seis personas presentes: cada persona en la percepción de si misma, cada persona en la percepción del otro y cada persona en su ser verdadero.",spa,spa
It is obvious that is a lie.,eng,spa
Tom and Mary said that they didn't know why.,eng,eng
¿Es eso solo una coincidencia?,spa,spa
Las personas sin recursos a menudo se benefician de descuentos en teatros y museos.,spa,eng
They told me that they'd wait.,eng,eng
He belongs to the ESS (English Speaking Society).,eng,eng
El perro vino corriendo directo hacia mí.,spa,eng
"I am not tired. ""Neither am I.""",eng,spa
I simply don't love her.,eng,eng
Tom might think you don't like Mary.,eng,eng
Su cabaña está en la costa.,spa,eng
No creo que pudiera hacer eso.,spa,eng
Tom observaba a los niños.,spa,eng
There are always choices.,eng,eng
"He isn't very efficient, is he?",eng,eng
"Cuando mi madre aún estaba de internado tenía muchos pacientes germano-hablantes, pero ahora ya no tiene ninguna ocasión para practicar su alemán.",spa,eng
Termínalo antes de ir a dormir.,spa,eng
Tom se está paseando de un lado para otro.,spa,eng
Parece que a Mary no le gusto.,spa,eng
Vive por aquí cerca.,spa,spa
I can't put up with Tom's carelessness any longer.,eng,eng
Tom thinks Mary would be mad if he did that.,eng,spa
I'll take him some food.,eng,eng
When will Tom arrive?,eng,spa
Tom lives with his family in Boston.,eng,eng
¿Quién lo puede impedir?,spa,spa
I'm really happy with that.,eng,spa
Odia viajar en avión.,spa,eng
Aumentó el número de niños y el salario se tornó insuficiente.,spa,spa
El padre le estaba ayudando a su hijo a armar la pista en miniatura.,spa,spa
I'm about tired of this quiet life.,eng,eng
Ya casi he terminado el informe.,spa,eng
Solo necesito un poco de ayuda.,spa,eng
We're in college.,eng,spa
Do it like he tells you.,eng,eng
Incluso la gente lista se despista algunas veces.,spa,eng
"Acepta este pequeño obsequio, por favor.",spa,eng
¡No pierdas el tren esta tarde!,spa,spa
Please print only if necessary and recycle.,eng,eng
I know that Tom didn't really want to do that by himself.,eng,eng
Tom is waiting for you and Mary.,eng,eng
They hanged themselves last night.,eng,eng
¿En dónde está jugando?,spa,spa
I traveled all around Russia.,eng,eng
Salir con él tal vez sea una mala idea.,spa,spa
Él no se avergüenza de ser pobre.,spa,eng
"One summer evening he came galloping down the road and pulled up at the gate. She was at the doorway, and came down to meet him.",eng,eng
